# Code RED source/decompiled export
# Source: data/codered/faction_wars_actionable_targets.csv
# SHA1: f9589931db8580f41f04991eaa17756ee6bc5941

actionable_score,score,category,path,source_kind,regions,groups,high_value_terms,size
57,57,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__README.md.decompiled_source.txt,manifest/text,,factions:1|scripting:17|spawning:33|war_behavior:6,,5989
57,7,tune/template pressure,scratch/script_workshop_pipeline/read_full/docs__CodeRED_One_App_Upgrade_Plan_2026-05-03.md.fullread.txt,repo/text,,scripting:2|spawning:2|world_hosts:3,,2497
57,7,tune/template pressure,scratch/script_workshop_pipeline/read_full/docs__CodeRED_ACTIVE_FOLDER_IMPORTANCE.md.fullread.txt,repo/text,,factions:1|scripting:2|spawning:1|world_hosts:3,,1495
57,7,tune/template pressure,scratch/script_workshop_pipeline/import_queue/docs/CodeRED_One_App_Upgrade_Plan_2026-05-03.md,repo/text,,scripting:2|spawning:2|world_hosts:3,,2497
57,7,tune/template pressure,scratch/script_workshop_pipeline/import_queue/docs/CodeRED_ACTIVE_FOLDER_IMPORTANCE.md,repo/text,,factions:1|scripting:2|spawning:1|world_hosts:3,,1495
57,7,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/docs/CodeRED_One_App_Upgrade_Plan_2026-05-03.md,manifest/text,,scripting:2|spawning:2|world_hosts:3,,2497
57,7,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/docs/CodeRED_ACTIVE_FOLDER_IMPORTANCE.md,manifest/text,,factions:1|scripting:2|spawning:1|world_hosts:3,,1495
57,7,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/docs__CodeRED_One_App_Upgrade_Plan_2026-05-03.md.decompiled.txt,repo/text,,scripting:2|spawning:2|world_hosts:3,,2678
57,7,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/docs__CodeRED_ACTIVE_FOLDER_IMPORTANCE.md.decompiled.txt,repo/text,,factions:1|scripting:2|spawning:1|world_hosts:3,,1669
57,7,world host / gringo,research/Code_RED_CarTruck_MissionRecipe_Pass29/evidence/Function_748_0x27A55.txt,repo/text,,spawning:1|weapons_pressure:3|world_hosts:3,,398
57,7,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__CodeRED_One_App_Upgrade_Plan_2026-05-03.md.decompiled_source.txt,manifest/text,,scripting:2|spawning:2|world_hosts:3,,2729
57,7,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__CodeRED_ACTIVE_FOLDER_IMPORTANCE.md.decompiled_source.txt,manifest/text,,factions:1|scripting:2|spawning:1|world_hosts:3,,1683
57,7,tune/template pressure,docs/CodeRED_One_App_Upgrade_Plan_2026-05-03.md,repo/text,,scripting:2|spawning:2|world_hosts:3,,2497
57,7,tune/template pressure,docs/CodeRED_ACTIVE_FOLDER_IMPORTANCE.md,repo/text,,factions:1|scripting:2|spawning:1|world_hosts:3,,1495
56,56,archive patch lane,related_apps/Code_RED_ScriptHookRDR_AI_Menu/README.md,repo/text,,factions:1|scripting:16|spawning:33|war_behavior:6,,5636
55,55,script/native candidate,tools/Apply_CodeRED_SCCL_Lane_Sort_From_Repo.ps1,repo/text,,scripting:31|spawning:16,create_actor,7442
55,55,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__Apply_CodeRED_SCCL_Lane_Sort_From_Repo.ps1.decompiled_source.txt,manifest/text,,scripting:31|spawning:16,create_actor,7816
55,5,tune/template pressure,scratch/script_workshop_pipeline/read_full/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__Templates__template_vehicleraft03.xml.fullread.txt,repo/text,,factions:1|spawning:3|world_hosts:1,,705
55,5,tune/template pressure,scratch/script_workshop_pipeline/read_full/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__Templates__template_vehicleraft02.xml.fullread.txt,repo/text,,factions:1|spawning:3|world_hosts:1,,705
55,5,tune/template pressure,scratch/script_workshop_pipeline/import_queue/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/Templates/template_vehicleraft03.xml,repo/text,,factions:1|spawning:3|world_hosts:1,,705
55,5,tune/template pressure,scratch/script_workshop_pipeline/import_queue/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/Templates/template_vehicleraft02.xml,repo/text,,factions:1|spawning:3|world_hosts:1,,705
55,5,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/Templates/template_vehicleraft03.xml,manifest/text,,factions:1|spawning:3|world_hosts:1,,705
55,5,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/Templates/template_vehicleraft02.xml,manifest/text,,factions:1|spawning:3|world_hosts:1,,705
55,5,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__Templates__template_vehicleraft03.xml.decompiled.txt,repo/text,,factions:1|spawning:3|world_hosts:1,,940
55,5,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__Templates__template_vehicleraft02.xml.decompiled.txt,repo/text,,factions:1|spawning:3|world_hosts:1,,940
55,5,tune/template pressure,research/RPF - Rafts Plus/tune/template/template_vehicleraft03.xml,repo/text,,factions:1|spawning:3|world_hosts:1,,705
55,5,tune/template pressure,research/RPF - Rafts Plus/tune/template/template_vehicleraft02.xml,repo/text,,factions:1|spawning:3|world_hosts:1,,705
55,5,tune/template pressure,research/RPF - Rafts Plus/tune/template/template_vehicleraft01.xml,repo/text,,factions:1|spawning:3|world_hosts:1,,705
55,5,tune/template pressure,research/RPF - Rafts Plus/tune/template/template_vehiclecanoe01.xml,repo/text,,factions:1|spawning:3|world_hosts:1,,709
55,5,tune/template pressure,research/RPF - Rafts Plus/tune/template/template_base_boat.xml,repo/text,,factions:1|spawning:3|world_hosts:1,,743
55,5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__RPF__-__Rafts__Plus__tune__template__template_vehicleraft03.xml.decompiled_source.txt,manifest/text,,factions:1|spawning:3|world_hosts:1,,895
55,5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__RPF__-__Rafts__Plus__tune__template__template_vehicleraft02.xml.decompiled_source.txt,manifest/text,,factions:1|spawning:3|world_hosts:1,,895
55,5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__RPF__-__Rafts__Plus__tune__template__template_vehicleraft01.xml.decompiled_source.txt,manifest/text,,factions:1|spawning:3|world_hosts:1,,895
55,5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__RPF__-__Rafts__Plus__tune__template__template_vehiclecanoe01.xml.decompiled_source.txt,manifest/text,,factions:1|spawning:3|world_hosts:1,,900
55,5,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__RPF__-__Rafts__Plus__tune__template__template_base_boat.xml.decompiled_source.txt,manifest/text,,factions:1|spawning:3|world_hosts:1,,931
53,3,tune/template pressure,scratch/script_workshop_pipeline/read_full/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__Templates__template_vehicleraft01.xml.fullread.txt,repo/text,,spawning:3,,610
53,3,tune/template pressure,scratch/script_workshop_pipeline/import_queue/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/Templates/template_vehicleraft01.xml,repo/text,,spawning:3,,610
53,3,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/related_apps/CodeRED_Tuner/Mods/Game - Driveable vehicles +/tune/Templates/template_vehicleraft01.xml,manifest/text,,spawning:3,,610
53,3,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__CodeRED_Tuner__Mods__Game_-_Driveable_vehicles___tune__Templates__template_vehicleraft01.xml.decompiled.txt,repo/text,,spawning:3,,845
53,3,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Tune__-__Max__Render__and__Spawns__Tune__types__fragments__fragment.xml.decompiled_source.txt,manifest/text,,scripting:2|spawning:1,,616
52,52,script/native candidate,tools/codered_ai_menu_doctor.py,repo/text,,scripting:7|spawning:5|world_hosts:32,create_actor,8223
52,52,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_ai_menu_doctor.py.decompiled_source.txt,manifest/text,,scripting:7|spawning:5|world_hosts:32,create_actor,8574
51,26,world host / gringo,tools/codered_probe_wsc_headers.py,repo/text,,scripting:2|world_hosts:16,vehicle_generator,5505
51,26,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_probe_wsc_headers.py.decompiled_source.txt,manifest/text,,scripting:2|world_hosts:16,vehicle_generator,5802
49,49,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__script_workflow__native_registry__candidate_natives.csv.decompiled_source.txt,manifest/text,,scripting:9|spawning:14|world_hosts:10,create_actor|task_follow,1471
49,24,archive patch lane,research/IMPORTANT_psocache_rpf_analysis_2026-05-02/psocache_shader_programs.csv,repo/text,,war_behavior:1|weapons_pressure:15|world_hosts:8,,32491
49,24,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__IMPORTANT_psocache_rpf_analysis_2026-05-02__psocache_shader_programs.csv.decompiled_source.txt,manifest/text,,war_behavior:1|weapons_pressure:15|world_hosts:8,,33311
48,48,script/native candidate,docs/script_workflow/native_registry/candidate_natives.csv,repo/text,,scripting:8|spawning:14|world_hosts:10,create_actor|task_follow,1305
46,46,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__patches__CodeRED_native_bridge_merge_notes.md.decompiled_source.txt,manifest/text,,scripting:2|spawning:36,create_actor,2520
45,45,script/native candidate,related_apps/Code_RED_ScriptHookRDR_AI_Menu/patches/CodeRED_native_bridge_merge_notes.md,repo/text,,scripting:1|spawning:36,create_actor,2242
44,19,world host / gringo,tools/codered_xsc_to_wsc_candidate.py,repo/text,,scripting:7|world_hosts:12,,4293
44,19,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_xsc_to_wsc_candidate.py.decompiled_source.txt,manifest/text,,scripting:7|world_hosts:12,,4547
43,18,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__reports__pass29_summary.json.decompiled_source.txt,manifest/text,,scripting:3|spawning:5|war_behavior:1|world_hosts:1,population,1600
42,17,archive patch lane,research/Code_RED_CarTruck_MissionRecipe_Pass29/reports/pass29_summary.json,repo/text,,scripting:2|spawning:5|war_behavior:1|world_hosts:1,population,1379
39,14,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__script_workflow__DEBUG_CHEAT_MENU_FINDINGS.md.decompiled_source.txt,manifest/text,,scripting:5|spawning:8|world_hosts:1,,2908
38,13,world host / gringo,docs/script_workflow/DEBUG_CHEAT_MENU_FINDINGS.md,repo/text,,scripting:4|spawning:8|world_hosts:1,,2665
35,10,script/native candidate,scratch/script_workshop_pipeline/recompile_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/types.h,repo/text,,scripting:4|spawning:3|weapons_pressure:2|world_hosts:1,,9411
35,10,script/native candidate,scratch/script_workshop_pipeline/import_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/types.h,repo/text,,scripting:4|spawning:3|weapons_pressure:2|world_hosts:1,,9411
35,10,script/native candidate,scratch/script_workshop_pipeline/edit_workspace/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/types.h,manifest/text,,scripting:4|spawning:3|weapons_pressure:2|world_hosts:1,,9411
34,9,archive patch lane,research/wft_wedt_attachment_lab/wft_wedt_attachment_master.json,repo/text,,scripting:2|weapons_pressure:7,,987
34,9,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__wft_wedt_attachment_lab__wft_wedt_attachment_master.json.decompiled_source.txt,manifest/text,,scripting:2|weapons_pressure:7,,1182
32,32,archive patch lane,tools/codered_override_menu_finder.py,repo/text,,factions:1|scripting:29|spawning:2,,10583
32,32,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_override_menu_finder.py.decompiled_source.txt,manifest/text,,factions:1|scripting:29|spawning:2,,11001
32,7,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__code-red-script-workflow__PROOF_SCRIPT_TEMPLATE.md.decompiled_source.txt,manifest/text,,scripting:5|spawning:1|world_hosts:1,,1668
31,6,archive patch lane,research/wft_wedt_attachment_lab/wft_wedt_attachment_report.md,repo/text,,scripting:1|spawning:1|weapons_pressure:4,,968
31,6,world host / gringo,research/IMPORTANT_readable_root_index_2026-05-02/category_counts.csv,repo/text,,factions:1|scripting:2|spawning:2|world_hosts:1,,201
31,6,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__wft_wedt_attachment_lab__wft_wedt_attachment_report.md.decompiled_source.txt,manifest/text,,scripting:1|spawning:1|weapons_pressure:4,,1155
31,6,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__IMPORTANT_readable_root_index_2026-05-02__category_counts.csv.decompiled_source.txt,manifest/text,,factions:1|scripting:2|spawning:2|world_hosts:1,,380
30,5,archive patch lane,docs/code-red-script-workflow/PROOF_SCRIPT_TEMPLATE.md,repo/text,,scripting:3|spawning:1|world_hosts:1,,1419
29,4,script/native candidate,scratch/script_workshop_pipeline/new_script_templates/codered_new_script_template.h,repo/text,,scripting:4,,168
29,4,script/native candidate,scratch/script_workshop_pipeline/new_script_templates/codered_new_script_template.c,repo/text,,scripting:4,,267
26,26,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/data__codered__regression_guard_manifest.csv.decompiled_source.txt,manifest/text,,scripting:16|spawning:1|war_behavior:5|world_hosts:4,,4908
24,24,archive patch lane,scratch/script_workshop_pipeline/read_full/research__menu_resources__3._Add-On_Menu__READ.txt.fullread.txt,repo/text,,scripting:12|spawning:12,,2157
24,24,archive patch lane,scratch/script_workshop_pipeline/import_queue/research/menu resources/3. Add-On Menu/READ.txt,repo/text,,scripting:12|spawning:12,,2157
24,24,archive patch lane,scratch/script_workshop_pipeline/edit_workspace/research/menu resources/3. Add-On Menu/READ.txt,manifest/text,,scripting:12|spawning:12,,2157
24,24,archive patch lane,scratch/script_workshop_pipeline/decompiled_export/research__menu_resources__3._Add-On_Menu__READ.txt.decompiled.txt,repo/text,,scripting:12|spawning:12,,2338
24,24,archive patch lane,research/menu resources/3. Add-On Menu/READ.txt,repo/text,,scripting:12|spawning:12,,2157
24,24,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__menu__resources__3.__Add-On__Menu__READ.txt.decompiled_source.txt,manifest/text,,scripting:12|spawning:12,,2336
24,24,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__recipes__car_truck_spawn_recipe_pseudocode.txt.decompiled_source.txt,manifest/text,,scripting:5|spawning:10|world_hosts:1,create_actor,1246
24,24,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__car_truck_spawn_recipe_pseudocode.txt.decompiled_source.txt,manifest/text,,scripting:5|spawning:10|world_hosts:1,create_actor,1209
22,22,script/native candidate,research/Code_RED_CarTruck_MissionRecipe_Pass29/recipes/car_truck_spawn_recipe_pseudocode.txt,repo/text,,scripting:4|spawning:9|world_hosts:1,create_actor,1027
22,22,script/native candidate,related_apps/Code_RED_ScriptHookRDR_AI_Menu/car_truck_spawn_recipe_pseudocode.txt,repo/text,,scripting:4|spawning:9|world_hosts:1,create_actor,1002
22,22,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/data__codered__script_pipeline_capabilities.json.decompiled_source.txt,manifest/text,,scripting:22,,2070
21,21,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__evidence__Function_452_0x149BA.txt.decompiled_source.txt,manifest/text,,scripting:9|spawning:4,task_follow,1061
21,21,archive patch lane,data/codered/script_pipeline_capabilities.json,repo/text,,scripting:21,,1878
20,20,script/native candidate,research/Code_RED_CarTruck_MissionRecipe_Pass29/evidence/Function_452_0x149BA.txt,repo/text,,scripting:8|spawning:4,task_follow,853
20,20,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__code-red-script-workflow__README.md.decompiled_source.txt,manifest/text,,scripting:14|spawning:3|world_hosts:3,,2401
19,19,script/native candidate,scratch/script_workshop_pipeline/recompile_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/intrinsics.h,repo/text,,scripting:4|spawning:1|world_hosts:14,,56220
19,19,script/native candidate,scratch/script_workshop_pipeline/import_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/intrinsics.h,repo/text,,scripting:4|spawning:1|world_hosts:14,,56220
19,19,script/native candidate,scratch/script_workshop_pipeline/edit_workspace/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/intrinsics.h,manifest/text,,scripting:4|spawning:1|world_hosts:14,,56220
19,19,archive patch lane,docs/code-red-script-workflow/README.md,repo/text,,scripting:13|spawning:3|world_hosts:3,,2189
18,18,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__multiplayer_update_thread_audit.md.decompiled_source.txt,manifest/text,,scripting:15|spawning:2|world_hosts:1,,2973
17,17,archive patch lane,research/multiplayer_update_thread_audit.md,repo/text,,scripting:14|spawning:2|world_hosts:1,,2773
16,16,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__CodeRED_Trainer_AI_Menu_v1.bat.decompiled_source.txt,manifest/text,,factions:1|scripting:1|spawning:2|war_behavior:7|world_hosts:5,,2805
15,15,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_regression_guard.py.decompiled_source.txt,manifest/text,,scripting:3|spawning:2|war_behavior:9|world_hosts:1,,14188
14,14,archive patch lane,tools/codered_regression_guard.py,repo/text,,scripting:3|spawning:2|war_behavior:8|world_hosts:1,,13714
14,14,archive patch lane,related_apps/Code_RED_ScriptHookRDR_AI_Menu/CodeRED_Trainer_AI_Menu_v1.bat,repo/text,,factions:1|spawning:2|war_behavior:7|world_hosts:4,,2571
12,12,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_classify_script_artifacts.py.decompiled_source.txt,manifest/text,,scripting:12,,7852
11,11,archive patch lane,tools/codered_classify_script_artifacts.py,repo/text,,scripting:11,,7499
7,7,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__install_ai_menu_asi_windows.ps1.decompiled_source.txt,manifest/text,,scripting:3|spawning:4,,3669
6,6,script/native candidate,scratch/script_workshop_pipeline/recompile_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/common.c,repo/text,,scripting:5|spawning:1,,12237
6,6,script/native candidate,scratch/script_workshop_pipeline/import_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/common.c,repo/text,,scripting:5|spawning:1,,12237
6,6,script/native candidate,scratch/script_workshop_pipeline/edit_workspace/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/common.c,manifest/text,,scripting:5|spawning:1,,12237
6,6,archive patch lane,scratch/script_workshop_pipeline/SCRIPT_PIPELINE_GUIDE.md,repo/text,,scripting:6,,807
6,6,archive patch lane,related_apps/Code_RED_ScriptHookRDR_AI_Menu/install_ai_menu_asi_windows.ps1,repo/text,,scripting:2|spawning:4,,3406
5,5,archive patch lane,tools/codered_codex_modelxml_validation.py,repo/text,,factions:2|scripting:1|spawning:2,,16743
5,5,script/native candidate,scratch/script_workshop_pipeline/recompile_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/common.h,repo/text,,scripting:3|spawning:2,,10177
5,5,script/native candidate,scratch/script_workshop_pipeline/import_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/common.h,repo/text,,scripting:3|spawning:2,,10177
5,5,script/native candidate,scratch/script_workshop_pipeline/edit_workspace/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/common.h,manifest/text,,scripting:3|spawning:2,,10177
5,5,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_codex_modelxml_validation.py.decompiled_source.txt,manifest/text,,factions:2|scripting:1|spawning:2,,17279
4,4,archive patch lane,scratch/script_workshop_pipeline/recompile_queue/run_import_recompile_probe.bat,repo/text,,scripting:4,,488
4,4,archive patch lane,scratch/script_workshop_pipeline/open_script_workshop.bat,repo/text,,scripting:4,,373
4,4,archive patch lane,research/terrainboundres_patch_smoke/terrainboundres_smoke_copy_terrainbound_byte_patch_report.json,repo/text,,spawning:4,,1294
4,4,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__terrainboundres_patch_smoke__terrainboundres_smoke_copy_terrainbound_byte_patch_report.json.decompiled_source.txt,manifest/text,,spawning:4,,1520
3,3,script/native candidate,scratch/script_workshop_pipeline/recompile_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/varargs.h,repo/text,,scripting:2|spawning:1,,8087
3,3,script/native candidate,scratch/script_workshop_pipeline/recompile_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/natives.h,repo/text,,scripting:2|spawning:1,,2511
3,3,script/native candidate,scratch/script_workshop_pipeline/recompile_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/constants.h,repo/text,,scripting:2|spawning:1,,2731
3,3,script/native candidate,scratch/script_workshop_pipeline/import_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/varargs.h,repo/text,,scripting:2|spawning:1,,8087
3,3,script/native candidate,scratch/script_workshop_pipeline/import_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/natives.h,repo/text,,scripting:2|spawning:1,,2511
3,3,script/native candidate,scratch/script_workshop_pipeline/import_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/constants.h,repo/text,,scripting:2|spawning:1,,2731
3,3,script/native candidate,scratch/script_workshop_pipeline/edit_workspace/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/varargs.h,manifest/text,,scripting:2|spawning:1,,8087
3,3,script/native candidate,scratch/script_workshop_pipeline/edit_workspace/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/natives.h,manifest/text,,scripting:2|spawning:1,,2511
3,3,script/native candidate,scratch/script_workshop_pipeline/edit_workspace/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/constants.h,manifest/text,,scripting:2|spawning:1,,2731
3,3,archive patch lane,research/Code_RED_Car_Truck_FBI_Pass26_RESEARCH/reports/pass26_car_truck_fbi_summary.json,repo/text,,scripting:1|spawning:2,,1772
3,3,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_Car_Truck_FBI_Pass26_RESEARCH__reports__pass26_car_truck_fbi_summary.json.decompiled_source.txt,manifest/text,,scripting:1|spawning:2,,2007
