offset,offset_hex,opcode,kind,semantics,instruction_size,instruction_hex,delta,target_candidate
126504,0x1EE28,99,branch_candidate,jump_false,3,63 00 08,8,126515
126512,0x1EE30,98,branch_candidate,unconditional_jump,3,62 00 28,40,126555
126537,0x1EE49,99,branch_candidate,jump_false,3,63 00 0F,15,126555
126552,0x1EE58,83,call_candidate,call2,3,53 72 E1,29409,155964
126555,0x1EE5B,98,branch_candidate,unconditional_jump,3,62 00 23,35,126593
126584,0x1EE78,83,call_candidate,call2,3,53 F3 08,-3320,123267
126587,0x1EE7B,83,call_candidate,call2,3,53 CD A7,-12889,113701
126590,0x1EE7E,98,branch_candidate,unconditional_jump,3,62 00 00,0,126593
126593,0x1EE81,98,branch_candidate,unconditional_jump,3,62 04 81,1153,127749
126620,0x1EE9C,98,branch_candidate,unconditional_jump,3,62 00 B3,179,126802
126624,0x1EEA0,83,call_candidate,call2,3,53 61 C8,25032,151659
126629,0x1EEA5,83,call_candidate,call2,3,53 60 DB,24795,151427
126633,0x1EEA9,83,call_candidate,call2,3,53 60 B3,24755,151391
126647,0x1EEB7,83,call_candidate,call2,3,53 A8 97,-22377,104273
126655,0x1EEBF,98,branch_candidate,unconditional_jump,3,62 00 90,144,126802
126659,0x1EEC3,83,call_candidate,call2,3,53 75 42,30018,156680
126667,0x1EECB,82,call_candidate,call2,3,52 44 55,17493,144163
126673,0x1EED1,83,call_candidate,call2,3,53 74 7B,29819,156495
126679,0x1EED7,83,call_candidate,call2,3,53 A9 AF,-22097,104585
126688,0x1EEE0,99,branch_candidate,jump_false,3,63 00 08,8,126699
126696,0x1EEE8,98,branch_candidate,unconditional_jump,3,62 00 41,65,126764
126711,0x1EEF7,99,branch_candidate,jump_false,3,63 00 06,6,126720
126746,0x1EF1A,99,branch_candidate,jump_false,3,63 00 0F,15,126764
126761,0x1EF29,83,call_candidate,call2,3,53 72 E1,29409,156173
126764,0x1EF2C,98,branch_candidate,unconditional_jump,3,62 00 23,35,126802
126793,0x1EF49,83,call_candidate,call2,3,53 F3 08,-3320,123476
126796,0x1EF4C,83,call_candidate,call2,3,53 CD A7,-12889,113910
126799,0x1EF4F,98,branch_candidate,unconditional_jump,3,62 00 00,0,126802
126802,0x1EF52,98,branch_candidate,unconditional_jump,3,62 03 B0,944,127749
126829,0x1EF6D,98,branch_candidate,unconditional_jump,3,62 01 2E,302,127134
126833,0x1EF71,83,call_candidate,call2,3,53 61 C8,25032,151868
126838,0x1EF76,83,call_candidate,call2,3,53 60 DB,24795,151636
126842,0x1EF7A,83,call_candidate,call2,3,53 60 B3,24755,151600
