offset,offset_hex,length,text,population_term
20293,0x4F45,11,SpawnVol_51,
20332,0x4F6C,4,=)?C,
20355,0x4F83,11,SpawnVol_52,
20394,0x4FAA,4,=)?C,
20417,0x4FC1,11,SpawnVol_53,
20456,0x4FE8,4,=)?C,
20479,0x4FFF,11,SpawnVol_54,
20518,0x5026,4,=)?C,
20541,0x503D,11,LobbyCenter,
20613,0x5085,10,Showdown_A,
20688,0x50D0,10,Showdown_B,
20763,0x511B,14,StandoffCenter,
20808,0x5148,11,FlagSpawn_0,
20828,0x515C,4,bZ)E,
20846,0x516E,11,FlagSpawn_1,
20884,0x5194,11,FlagSpawn_2,
20922,0x51BA,11,FlagSpawn_3,
20942,0x51CE,4,!=)E,
20960,0x51E0,11,FlagSpawn_4,
20998,0x5206,11,FlagSpawn_5,
21036,0x522C,11,FlagSpawn_6,
21074,0x5252,11,FlagSpawn_7,
21112,0x5278,11,FlagSpawn_8,
21126,0x5286,5,<[v)B,
21150,0x529E,11,FlagSpawn_9,
21188,0x52C4,12,FlagSpawn_10,
21203,0x52D3,5,XfP)B,
21227,0x52EB,12,FlagSpawn_11,
21266,0x5312,12,FlagSpawn_12,
21305,0x5339,12,FlagSpawn_13,
21326,0x534E,4,>])E,
21344,0x5360,12,FlagSpawn_14,
21381,0x5385,14,PickupFlagsSet,
21457,0x53D1,9,pickup_D1,
21498,0x53FA,4,type,
21567,0x543F,9,pickup_D2,
21608,0x5468,4,type,
21631,0x547F,5,M'S)B,
21677,0x54AD,9,pickup_D3,
21689,0x54B9,5,M'S)B,
21718,0x54D6,4,type,
21787,0x551B,9,pickup_D4,
21828,0x5544,4,type,
21897,0x5589,9,pickup_B1,
21938,0x55B2,4,type,
22019,0x5603,9,pickup_B2,
22060,0x562C,4,type,
22141,0x567D,9,pickup_B3,
22182,0x56A6,4,type,
22263,0x56F7,9,pickup_S1,
22304,0x5720,4,type,
22387,0x5773,9,pickup_S2,
22428,0x579C,4,type,
22511,0x57EF,9,pickup_R1,
22552,0x5818,4,type,
22635,0x586B,9,pickup_R2,
22676,0x5894,4,type,
22759,0x58E7,9,pickup_R3,
22800,0x5910,4,type,
22883,0x5963,9,pickup_R4,
22924,0x598C,4,type,
23007,0x59DF,9,pickup_P1,
23048,0x5A08,4,type,
23131,0x5A5B,9,pickup_P2,
23172,0x5A84,4,type,
23255,0x5AD7,9,pickup_P3,
23296,0x5B00,4,type,
23331,0x5B23,5,GAF)B,
23356,0x5B3C,4,)Bps,
23379,0x5B53,9,pickup_P4,
23391,0x5B5F,5,GAF)B,
23405,0x5B6D,4,)Bps,
23420,0x5B7C,4,type,
23503,0x5BCF,9,pickup_P5,
23544,0x5BF8,4,type,
23627,0x5C4B,9,pickup_P6,
23668,0x5C74,4,type,
23728,0x5CB0,4,)BMv,
23751,0x5CC7,9,pickup_A1,
23777,0x5CE1,4,)BMv,
23792,0x5CF0,4,type,
23863,0x5D37,9,pickup_A2,
23904,0x5D60,4,type,
23975,0x5DA7,9,pickup_A3,
24016,0x5DD0,4,type,
24036,0x5DE4,5,+R D;,
24057,0x5DF9,13,smoking_stand,
24073,0x5E09,13,smoking_stand,
24125,0x5E3D,20,stand_dnd_rowdydrink,
24148,0x5E54,20,stand_dnd_rowdydrink,
24207,0x5E8F,15,rand_idle_stand,
24225,0x5EA1,15,rand_idle_stand,
24279,0x5ED7,22,stand_drunk_rowdydrink,
24304,0x5EF0,22,stand_drunk_rowdydrink,
24365,0x5F2D,21,stand_fiddle_w_fiddle,
24389,0x5F45,21,stand_fiddle_w_fiddle,
24449,0x5F81,24,stand_drunkdancing_e_any,
24476,0x5F9C,24,stand_drunkdancing_e_any,
